[15 | 89.30] loss=3.70 avg=2.90 [16 | 95.25] loss=2.88 avg=2.89
[17 | 101.18] loss=2.82 avg=2.89
[2914 | 18567.47] loss=2.92 avg=2.55
[2915 | 18573.24] loss=2.66 avg=2.55
[2916 | 18578.99] loss=3.03 avg=2.55
[2917 | 18584.74] loss=2.96 avg=2.56
[2918 | 18590.49] loss=2.11 avg=2.55
[2919 | 18596.24] loss=2.85 avg=2.56
[2920 | 18602.01] loss=2.09 avg=2.55
[2921 | 18607.79] loss=1.93 avg=2.55
[2922 | 18613.53] loss=3.34 avg=2.55
[2923 | 18619.30] loss=1.55 avg=2.54
[2924 | 18625.06] loss=2.57 avg=2.54
[2925 | 18630.79] loss=2.75 avg=2.55
[2926 | 18636.56] loss=2.63 avg=2.55
[2927 | 18642.30] loss=3.18 avg=2.55
[2928 | 18648.07] loss=2.19 avg=2.55
[2929 | 18653.84] loss=2.46 avg=2.55
[2930 | 18659.60] loss=2.63 avg=2.55
[2931 | 18665.38] loss=2.41 avg=2.55
[2932 | 18671.18] loss=2.60 avg=2.55
[2933 | 18676.94] loss=2.93 avg=2.55
[2934 | 18682.71] loss=2.06 avg=2.55
[2935 | 18688.46] loss=2.27 avg=2.55
[2936 | 18694.22] loss=2.11 avg=2.54
[2937 | 18699.98] loss=3.40 avg=2.55
[2938 | 18705.70] loss=3.09 avg=2.55
[2939 | 18711.47] loss=2.02 avg=2.55
[2940 | 18717.22] loss=3.31 avg=2.56
[2941 | 18722.94] loss=2.28 avg=2.55
[2942 | 18728.69] loss=2.12 avg=2.55
[2943 | 18734.44] loss=2.74 avg=2.55
[2944 | 18740.21] loss=2.78 avg=2.55
[2945 | 18745.97] loss=2.75 avg=2.56
[2946 | 18751.74] loss=1.90 avg=2.55
[2947 | 18757.48] loss=2.89 avg=2.55
[2948 | 18763.25] loss=3.17 avg=2.56
[2949 | 18768.99] loss=2.66 avg=2.56
[2950 | 18774.75] loss=2.29 avg=2.56
[2951 | 18780.51] loss=2.42 avg=2.56
[2952 | 18786.26] loss=2.47 avg=2.56
[2953 | 18792.03] loss=2.73 avg=2.56
[2954 | 18797.79] loss=3.59 avg=2.57
[2955 | 18803.56] loss=2.70 avg=2.57
[2956 | 18809.34] loss=2.50 avg=2.57
[2957 | 18815.11] loss=3.00 avg=2.57
[2958 | 18820.85] loss=2.35 avg=2.57
[2959 | 18826.63] loss=3.06 avg=2.57
[2960 | 18832.37] loss=2.21 avg=2.57
[2961 | 18838.17] loss=2.39 avg=2.57
[2962 | 18843.91] loss=2.28 avg=2.57
[2963 | 18849.68] loss=2.40 avg=2.56
[2964 | 18855.45] loss=2.07 avg=2.56
[2965 | 18861.24] loss=2.47 avg=2.56
[2966 | 18866.98] loss=2.97 avg=2.56
[2967 | 18872.72] loss=2.17 avg=2.56
[2968 | 18878.47] loss=2.43 avg=2.56
[2969 | 18884.21] loss=3.11 avg=2.56
[2970 | 18889.98] loss=2.07 avg=2.56
[2971 | 18895.75] loss=2.39 avg=2.56
[2972 | 18901.52] loss=2.32 avg=2.55
[2973 | 18907.27] loss=2.08 avg=2.55
[2974 | 18913.02] loss=2.59 avg=2.55
[2975 | 18918.75] loss=3.06 avg=2.56
[2976 | 18924.51] loss=2.45 avg=2.55
[2977 | 18930.27] loss=2.79 avg=2.56
[2978 | 18936.02] loss=2.51 avg=2.56
[2979 | 18941.77] loss=3.06 avg=2.56
[2980 | 18947.55] loss=2.89 avg=2.56
[2981 | 18953.31] loss=2.53 avg=2.56
[2982 | 18959.07] loss=2.94 avg=2.57
[2983 | 18964.82] loss=2.21 avg=2.56
[2984 | 18970.60] loss=2.40 avg=2.56
[2985 | 18976.37] loss=2.04 avg=2.56
[2986 | 18982.15] loss=2.76 avg=2.56
[2987 | 18987.89] loss=3.47 avg=2.57
[2988 | 18993.67] loss=2.32 avg=2.57
[2989 | 18999.44] loss=2.30 avg=2.56
[2990 | 19005.22] loss=2.21 avg=2.56
[2991 | 19010.96] loss=2.35 avg=2.56
[2992 | 19016.73] loss=2.69 avg=2.56
[2993 | 19022.53] loss=2.95 avg=2.56
[2994 | 19028.30] loss=2.23 avg=2.56
[2995 | 19034.06] loss=1.84 avg=2.55
[2996 | 19039.82] loss=2.55 avg=2.55
[2997 | 19045.61] loss=2.26 avg=2.55
[2998 | 19051.38] loss=1.81 avg=2.54
[2999 | 19057.14] loss=2.17 avg=2.54
Saving checkpoint/run1/model-3000
Generating samples...
======== SAMPLE 1 ========
 of the house. The eldest, who was his middle name, came into this village to fetch a little child, that was to fetch the water when it was very cold. After the other two came in, the eldest sat down as far away as lightning, he thought he had heard it, and thought that it had to be a boy. However, the other two stood up and took their own turns. Then the old one said, “There you go again.” The next morning the other boy, at night time, said to him, “I heard about lightning, I've heard that before, and it would also be a boy.” Immediately all three, who were strangers, saw they were the same thing. Then the eldest said, “I must look around.” “Well,” said the older, “my father thinks it will be a boy.” Then the other two said, “I have all the same things.” Then the younger said, “I must go and look.” So he went and did so. One night he sat down in the middle of a dark forest and did a little dance. When he saw the sun set before him, the other two said, "We have nothing to do.” The eldest became angry and said, “I don't understand,” and the youngest ran after him and ran after the other and ran after him too. “” The older thought, “Perhaps the other two are the same as well.” Then the youngest grabbed hold of a little man, and said to him, “Give me a light and a piece of wood; I want two pieces of precious wood, and I will keep them at the church and cook them.” The old man opened his hand, and the piece of wood was his wife's. When she was inside the church, she fell asleep, and the other two sat in the middle of the night on it. When the church was opened again, they found their daughter and set her at the side of the young maiden. The woman was greatly pleased to marry the young maiden, and when she came to the church, she asked, “Will I have the light and the piece of wood?” “Oh, yes, yes!” she answered. “I will keep everything.” So she gave the youth the piece of wood that he had given to her and he and the two of them went into the church. There was once upon a time a beautiful boy who was very smart, and when someone came to his aid, the child was able to tell an entire story. He had his mother, who was very sad, and she always said, “My boy never knew what one was saying to another. But after he did what the mother wanted, I have given him my gift.” The boy had to make all kinds of sacrifices, and the mother said, “You must be brave,” and so the child was made brave, and he did what the mother said he should. The next day another boy, who was very good, but not as good, was told stories, and every day he would have to make sacrifices with the greatest speed. When he was a grown man, he was constantly in hot weather, and he was always thirsty, and he always had to be very careful. Finally, the third, who was also very good, and who also had great power, was told stories, and his stories would end with him at the bottom, where he could always get some water or something. “Oh,” replied the boy, “my poor poor child! I must kill him!” and he was led away from the house, where someone was looking for him, and said, “If I don't kill him and get a little wood, I will not be much of a fool. I am so weak and afraid, that I will never get out of my house!” The boy was thrown into the cellar, and when he got up he had no clothes on, all were broken; the cook’s food had become useless; the little people couldn’t see, so they asked him if he would cook the people, and if he would cook them, and if he would cook them, and if so, they said yes. Then the other boy was thrown into the cellar, and as he had to do this, he put his clothes on, and when the people saw him they were horrified, and were afraid, therefore they made him into a tablecloth, and then he slept on it. When he was twelve he became a $Villain, and he had a wife, the prettiest girl who ever lived. However, he was not strong enough to fight her, and she had to be the prettiest she could think of. When he was fourteen, he had to fight her, and when she

[3000 | 19119.50] loss=2.98 avg=2.54
[3001 | 19125.26] loss=3.25 avg=2.55
[3002 | 19131.03] loss=2.71 avg=2.55
[3003 | 19136.81] loss=2.39 avg=2.55
[3004 | 19142.60] loss=2.75 avg=2.55
[3005 | 19148.37] loss=2.72 avg=2.55
[3006 | 19154.14] loss=3.62 avg=2.56
[3007 | 19159.97] loss=3.29 avg=2.57
[3008 | 19165.76] loss=2.83 avg=2.57
[3009 | 19171.52] loss=2.21 avg=2.57
[3010 | 19177.26] loss=2.26 avg=2.57
[3011 | 19183.04] loss=2.46 avg=2.57
[3012 | 19188.80] loss=2.82 avg=2.57
[3013 | 19194.57] loss=2.42 avg=2.57
[3014 | 19200.32] loss=2.45 avg=2.57
[3015 | 19206.06] loss=2.10 avg=2.56
[3016 | 19211.84] loss=1.95 avg=2.56
[3017 | 19217.57] loss=2.38 avg=2.55
[3018 | 19223.34] loss=2.82 avg=2.56
[3019 | 19229.09] loss=3.61 avg=2.57
[3020 | 19234.89] loss=1.90 avg=2.56
[3021 | 19240.64] loss=2.30 avg=2.56
[3022 | 19246.42] loss=2.26 avg=2.55
[3023 | 19252.19] loss=1.95 avg=2.55
[3024 | 19257.94] loss=2.29 avg=2.55
[3025 | 19263.74] loss=1.98 avg=2.54
[3026 | 19269.48] loss=2.96 avg=2.54
[3027 | 19275.25] loss=1.69 avg=2.54
[3028 | 19281.02] loss=2.27 avg=2.53
[3029 | 19286.80] loss=2.70 avg=2.53
[3030 | 19292.53] loss=3.63 avg=2.55
[3031 | 19298.31] loss=3.54 avg=2.56
[3032 | 19304.13] loss=2.94 avg=2.56
[3033 | 19309.88] loss=2.74 avg=2.56
[3034 | 19315.67] loss=2.11 avg=2.56
[3035 | 19321.43] loss=3.15 avg=2.56
[3036 | 19327.16] loss=2.12 avg=2.56
[3037 | 19332.96] loss=1.80 avg=2.55
[3038 | 19338.72] loss=1.77 avg=2.54
[3039 | 19344.51] loss=3.03 avg=2.55
[3040 | 19350.28] loss=2.58 avg=2.55
[3041 | 19356.06] loss=1.77 avg=2.54
[3042 | 19361.84] loss=2.95 avg=2.54
[3043 | 19367.59] loss=2.28 avg=2.54
[3044 | 19373.34] loss=2.96 avg=2.55
[3045 | 19379.10] loss=2.29 avg=2.54
[3046 | 19384.88] loss=2.67 avg=2.54
[3047 | 19390.63] loss=2.11 avg=2.54
[3048 | 19396.38] loss=2.08 avg=2.54
[3049 | 19402.10] loss=2.07 avg=2.53
[3050 | 19407.89] loss=2.23 avg=2.53
[3051 | 19413.68] loss=3.44 avg=2.54
[3052 | 19419.44] loss=2.07 avg=2.53
[3053 | 19425.19] loss=2.17 avg=2.53
[3054 | 19430.95] loss=3.11 avg=2.53
[3055 | 19436.72] loss=3.42 avg=2.54
[3056 | 19442.49] loss=1.91 avg=2.54
[3057 | 19448.25] loss=1.89 avg=2.53
[3058 | 19453.99] loss=2.48 avg=2.53
[3059 | 19459.76] loss=2.09 avg=2.53
[3060 | 19465.54] loss=3.04 avg=2.53
[3061 | 19471.34] loss=2.01 avg=2.53
[3062 | 19477.12] loss=3.60 avg=2.54
[3063 | 19482.88] loss=2.59 avg=2.54
[3064 | 19488.65] loss=2.12 avg=2.53
[3065 | 19494.42] loss=3.63 avg=2.54
[3066 | 19500.19] loss=3.16 avg=2.55
[3067 | 19505.98] loss=2.21 avg=2.55
[3068 | 19511.73] loss=3.47 avg=2.56
[3069 | 19517.50] loss=2.85 avg=2.56
[3070 | 19523.25] loss=1.89 avg=2.55
[3071 | 19529.02] loss=2.33 avg=2.55
[3072 | 19534.81] loss=2.43 avg=2.55
[3073 | 19540.59] loss=1.93 avg=2.54
[3074 | 19546.37] loss=2.33 avg=2.54
[3075 | 19552.17] loss=2.24 avg=2.54
[3076 | 19557.93] loss=2.92 avg=2.54
[3077 | 19563.67] loss=2.66 avg=2.54
[3078 | 19569.47] loss=3.57 avg=2.55
[3079 | 19575.25] loss=2.81 avg=2.55
[3080 | 19581.01] loss=2.23 avg=2.55
[3081 | 19586.78] loss=1.93 avg=2.55
[3082 | 19592.58] loss=2.91 avg=2.55
[3083 | 19598.38] loss=2.66 avg=2.55
[3084 | 19604.14] loss=2.99 avg=2.55
[3085 | 19609.93] loss=3.30 avg=2.56
[3086 | 19615.70] loss=3.47 avg=2.57
[3087 | 19621.46] loss=2.40 avg=2.57
[3088 | 19627.23] loss=2.08 avg=2.56
[3089 | 19633.04] loss=2.97 avg=2.57
[3090 | 19638.80] loss=2.10 avg=2.56
[3091 | 19644.55] loss=2.56 avg=2.56
[3092 | 19650.38] loss=3.16 avg=2.57
[3093 | 19656.18] loss=2.15 avg=2.57
[3094 | 19661.97] loss=2.89 avg=2.57
[3095 | 19667.74] loss=2.74 avg=2.57
[3096 | 19673.51] loss=1.62 avg=2.56
[3097 | 19679.26] loss=2.63 avg=2.56
[3098 | 19685.06] loss=3.36 avg=2.57
[3099 | 19690.85] loss=1.96 avg=2.56
Generating samples...
======== SAMPLE 1 ========
 as very easily, being as easily swayed as a dove, for he had a head that sat so quietly. 

Some one had been looking down as he went before him in the hollow; an eagle with a nest of feathers hung at his shoulder, the mouse at his breast, a dove at his tail; and the frog at his feet. 

As they walked with great curiosity together all the way up to the tree, with the $Prince looking at them all in wonder at their curious steps that they took together, they fell upon each other. 

'Oh, I wonder where all this has gone?' said the Fox, pointing to the tree. 

The $Villain began to think, but could not at the same time think; there was some sort of $Hero in the tree that was the same as the $Prince, but very pretty and very pretty, and as good as the other; and at the same time he was looking down and saying: 

'Oh, I wonder where all this has gone?' 

The $Villain looked at him in bewilderment, and said: 

'Oh, I wonder, where all this has gone? Oh, I wonder, where all this has gone? Oh, at the same time; and just as it was at the time it was just?’ 

Then he thought of his father, at which the $Prince started his great leap, and at the same time was jumping up and down like lightning, the ground rippling so in his direction that his hand would not be able to touch it. 

He now began to go to and fro with a great speed, the air so beautiful that he fell in a few steps before he was hit by a flying ball. 

$Donor and $Villain were in a great excitement, but the $Prince looked down at the tree and said: 

'Oh, what a beautiful Tree!' 

He thought he heard it; yet he fell again, and $Villain again fell, too. 

$Donor got up and looked at the tree again. It was quite beautiful. 

'Oh, here we are! What a thing we may have once in this Tree!' he said, and went out of the room. 

It was not long before he came to the very bank of the river. Here he saw the same $Villain; and it was not long before he went out of the boat, and came to the tree. 

But $Donor, being full with joy and thought: 

'What a beautiful Tree!' he shouted, so fast that the tree shook. 

'Oh, what a beautiful Tree! Here comes this beautiful $Villain, and she knows all!' he cried. 

$Villain, too, fell so heavily that he burst open. The $Villain sprang into her arms, and said: 

'Who are you?' 

$Donor smiled. 

'I am $Villain my lord and master.' 

And the $Villain shook her head. 

'I am $Villain my lord and my $Villain my lady. I am the $Villain,' she said. 

The tree had burst into so many puffed up forms that the young $Prince was not able to keep pace. 

But as soon as he was caught he thought: 

'How could I not get on? I am here! I will get on!' 

The $Villain, who was so full of joy and thought: 

'How I am to be saved!' he cried, so much as he had the heart to cry. 

'Yes,' she said. 'Here you shall become $Villain my Lord and $Villain my Lady. It is only a matter of time before they all fall again, and that is only the case with me! That is why all they shall wear, and will all live to see their $Places again!' 

The tree was so big that nothing would be able to hold it at once. He took the $Villain into his room, and thought: 

'What shall I do to keep it stable?' 

The $Villain looked at him anxiously. She was thinking, he told her, but she looked down, and had not thought how to get it stable again. 

'Look here,' he said, 'I will make an excellent basket for you to sell your apples, and they shall be so fine as to make an excellent cook for you,' and he went out upon the market, and brought in everything they asked for. 

$Heroes, the $Villain's $Prince, who was so full of joy, came to her and said: 

[3100 | 19751.48] loss=2.98 avg=2.57
[3101 | 19757.24] loss=2.45 avg=2.57
[3102 | 19762.96] loss=2.41 avg=2.57
[3103 | 19768.69] loss=2.38 avg=2.56
[3104 | 19774.48] loss=2.07 avg=2.56
[3105 | 19780.26] loss=2.09 avg=2.55
[3106 | 19786.02] loss=2.67 avg=2.55
[3107 | 19791.80] loss=2.37 avg=2.55
[3108 | 19797.58] loss=2.61 avg=2.55
[3109 | 19803.37] loss=1.90 avg=2.55
[3110 | 19809.14] loss=2.60 avg=2.55
[3111 | 19814.93] loss=2.20 avg=2.54
[3112 | 19820.72] loss=2.29 avg=2.54
[3113 | 19826.43] loss=2.39 avg=2.54
[3114 | 19832.19] loss=2.61 avg=2.54
[3115 | 19837.94] loss=1.37 avg=2.53
[3116 | 19843.71] loss=2.40 avg=2.53
[3117 | 19849.45] loss=1.94 avg=2.52
[3118 | 19855.20] loss=2.40 avg=2.52
[3119 | 19860.96] loss=2.25 avg=2.52
[3120 | 19866.78] loss=1.95 avg=2.51
[3121 | 19872.53] loss=3.03 avg=2.52
[3122 | 19878.28] loss=2.09 avg=2.51
[3123 | 19884.06] loss=2.95 avg=2.52
[3124 | 19889.84] loss=3.76 avg=2.53
[3125 | 19895.62] loss=2.36 avg=2.53
[3126 | 19901.43] loss=3.07 avg=2.53
[3127 | 19907.20] loss=2.17 avg=2.53
[3128 | 19912.94] loss=2.91 avg=2.53
[3129 | 19918.72] loss=2.83 avg=2.54
[3130 | 19924.48] loss=2.71 avg=2.54
[3131 | 19930.26] loss=2.13 avg=2.53
[3132 | 19936.04] loss=2.24 avg=2.53
[3133 | 19941.82] loss=2.15 avg=2.53
[3134 | 19947.62] loss=3.11 avg=2.53
[3135 | 19953.40] loss=2.46 avg=2.53
[3136 | 19959.17] loss=2.40 avg=2.53
[3137 | 19964.97] loss=3.71 avg=2.54
[3138 | 19970.77] loss=2.34 avg=2.54
[3139 | 19976.54] loss=2.98 avg=2.55
[3140 | 19982.31] loss=2.63 avg=2.55
[3141 | 19988.09] loss=2.32 avg=2.54
[3142 | 19993.85] loss=2.59 avg=2.54
[3143 | 19999.63] loss=2.72 avg=2.55
[3144 | 20005.40] loss=2.19 avg=2.54
[3145 | 20011.17] loss=2.31 avg=2.54
[3146 | 20016.99] loss=3.22 avg=2.55
[3147 | 20022.75] loss=2.11 avg=2.54
[3148 | 20028.51] loss=3.30 avg=2.55
[3149 | 20034.29] loss=2.07 avg=2.55
[3150 | 20040.07] loss=2.95 avg=2.55
[3151 | 20045.86] loss=2.97 avg=2.55
[3152 | 20051.59] loss=2.10 avg=2.55
[3153 | 20057.35] loss=3.60 avg=2.56
[3154 | 20063.13] loss=2.95 avg=2.56
[3155 | 20068.93] loss=2.21 avg=2.56
[3156 | 20074.70] loss=3.37 avg=2.57
[3157 | 20080.47] loss=2.19 avg=2.56
[3158 | 20086.22] loss=2.37 avg=2.56
[3159 | 20091.98] loss=2.42 avg=2.56
[3160 | 20097.72] loss=2.72 avg=2.56
[3161 | 20103.50] loss=3.72 avg=2.57
[3162 | 20109.29] loss=3.66 avg=2.59
[3163 | 20115.07] loss=3.00 avg=2.59
[3164 | 20120.83] loss=2.18 avg=2.59
[3165 | 20126.60] loss=1.80 avg=2.58
[3166 | 20132.35] loss=2.79 avg=2.58
[3167 | 20138.10] loss=2.24 avg=2.58
[3168 | 20143.87] loss=2.00 avg=2.57
[3169 | 20149.60] loss=2.35 avg=2.57
[3170 | 20155.36] loss=2.51 avg=2.57
[3171 | 20161.13] loss=2.67 avg=2.57
[3172 | 20166.90] loss=2.42 avg=2.57
[3173 | 20172.68] loss=2.35 avg=2.57
[3174 | 20178.46] loss=2.95 avg=2.57
[3175 | 20184.21] loss=1.72 avg=2.56
[3176 | 20189.99] loss=2.82 avg=2.56
[3177 | 20195.76] loss=2.27 avg=2.56
[3178 | 20201.52] loss=2.44 avg=2.56
[3179 | 20207.26] loss=2.65 avg=2.56
[3180 | 20213.05] loss=2.15 avg=2.56
[3181 | 20218.81] loss=1.58 avg=2.55
[3182 | 20224.61] loss=2.51 avg=2.55
[3183 | 20230.38] loss=3.32 avg=2.55
[3184 | 20236.15] loss=2.04 avg=2.55
[3185 | 20241.92] loss=2.31 avg=2.55
[3186 | 20247.68] loss=2.71 avg=2.55
[3187 | 20253.45] loss=2.06 avg=2.54
[3188 | 20259.23] loss=1.97 avg=2.54
[3189 | 20264.98] loss=2.49 avg=2.54
[3190 | 20270.72] loss=3.24 avg=2.54
[3191 | 20276.49] loss=3.37 avg=2.55
[3192 | 20282.61] loss=3.15 avg=2.56
[3193 | 20288.41] loss=3.03 avg=2.56
[3194 | 20294.21] loss=2.82 avg=2.57
[3195 | 20299.95] loss=2.48 avg=2.56
[3196 | 20305.67] loss=3.10 avg=2.57
[3197 | 20311.42] loss=1.62 avg=2.56
[3198 | 20317.18] loss=2.47 avg=2.56
[3199 | 20322.94] loss=2.33 avg=2.56
Generating samples...
======== SAMPLE 1 ========
 noise.' 

As soon as it was spoken in a voice other than hers, she fell off her horse and trotted away with her eyes closed to see if others were as still as she was. But one thing did not stop her, it frightened her. 

She knew how to break through the silence on one side of the forest. 

The wind blew against her feet and blew against her face and she felt in the air the wind, in the great red-bark of a $Donor, which was at the top of a huge $Place. She could feel the waves against her skin, but she could not see them. She could hear the rain rushing down; she could smell the warm moist earth. She turned into a stone and looked out, in the midst of the vast white ditches, and had a soft, soft feeling of satisfaction. She could not, however, find the way out of the confusion. The moon was coming down. 

'Oh, God, my world,' sang the girl in a low and sad voice. 

There fell upon her a heavy, gaunt body, with many cuts and blemishes. It was a huge black, with its black and white clothes, a large nose, a long, long chin, a long hair, and a long, white beard. She was old, with the black hair almost white, her skin as black as a stone, and all the black that covered her face. She looked up and up over the waves. 

'No, no, no!' she cried. 'No, no, no! Where will I go? Where will I be? It is a night for me.' 

To her grief and her love she looked as though she had never seen her mother, her friends, and her mother's children. It was as if she had never seen them. She saw her mother's face flush, as if she had not yet seen their children, and her face, too, was black. Then she heard a dreadful murmur. 

'Oh no,' she cried, her mouth so dry, 'I never again shall look at them!' 

Her father, who had gone out of the country, was gone. Her father's home had been made, and his business had not gone well. He was dead, and she had no money. In the forest a large quantity of $MagicalObject had left the forest, and the $Helper had disappeared. 

'Oh, my child, my bride, why should I look at them? I should say I should not!' 

She could think of nothing but the moon. So she went on, and it was the last year before the sun, the moon, and the man that looked at her. For a time she could have been alone with the white ditches in the middle of the forest. She took off all the clothes, the hair, and the beard, and looked into the sky for the $Helper's remains. There he was, the old moonlight, all in white and very faint. He looked so pale and pale, but there was a great and shining glow in his eyes. 

Then she turned back, and the world was like a huge gold-lipped little star. The $Helper vanished from her eyes. When she heard the sound of the night-light, she was overcome with sorrow and fear. 

When the $Helper's ghost had gone, the moon's brightness was no longer a bright light. It was a dim-red, faintly glowing star, which the $Helper had seen in the night. With a sickening smile she gazed from the star into the heavens. She saw an eternal light, like a shining star. The black shadow was invisible, as if it were no longer there, for the black shadow had disappeared from the shadow and shone on all that she saw. She had seen the black shadow once upon a time. It had been in the darkness, under the eyes of the $Helper's son, for the moon had shone on him; he had seen it before. 

'I will see if I can not find my father-­in-­law,' she told him, 'and if that is it.' 

He cried and bade him rest, for he was not sure he would go with him. 

At twilight she saw one of the $MagicalObjects standing at the centre of the $Place. Her companion was the man she knew very well, but she did not know where. When he looked at her, he began to cry and he began to falter; but she looked at him and she felt he was crying for his life. She held the young man very tightly, with one hand, and she had to make a gesture to get him out of the way of her husband. 

'Yes, good-­bye,' she said, with a

[3200 | 20383.49] loss=2.48 avg=2.56
[3201 | 20389.27] loss=3.06 avg=2.56
[3202 | 20395.01] loss=3.25 avg=2.57
[3203 | 20400.75] loss=2.24 avg=2.56
[3204 | 20406.50] loss=3.19 avg=2.57
[3205 | 20412.27] loss=2.44 avg=2.57
[3206 | 20417.98] loss=2.61 avg=2.57
[3207 | 20423.76] loss=1.81 avg=2.56
[3208 | 20429.55] loss=2.82 avg=2.57
[3209 | 20435.31] loss=2.45 avg=2.56
[3210 | 20441.09] loss=2.30 avg=2.56
[3211 | 20446.83] loss=3.59 avg=2.57
[3212 | 20452.57] loss=1.97 avg=2.57
[3213 | 20458.32] loss=2.64 avg=2.57
[3214 | 20464.05] loss=3.47 avg=2.58
[3215 | 20469.79] loss=2.04 avg=2.57
[3216 | 20475.55] loss=2.44 avg=2.57
[3217 | 20481.28] loss=2.64 avg=2.57
[3218 | 20487.04] loss=3.64 avg=2.58
[3219 | 20492.81] loss=2.37 avg=2.58
[3220 | 20498.56] loss=2.98 avg=2.58
[3221 | 20504.35] loss=2.44 avg=2.58
[3222 | 20510.09] loss=3.18 avg=2.59
[3223 | 20515.83] loss=2.59 avg=2.59
[3224 | 20521.60] loss=2.94 avg=2.59
[3225 | 20527.37] loss=1.98 avg=2.58
[3226 | 20533.15] loss=2.55 avg=2.58
[3227 | 20538.89] loss=3.22 avg=2.59
[3228 | 20544.66] loss=2.34 avg=2.59
[3229 | 20550.42] loss=2.32 avg=2.59
[3230 | 20556.16] loss=3.96 avg=2.60
[3231 | 20561.94] loss=2.45 avg=2.60
[3232 | 20567.72] loss=2.07 avg=2.59
[3233 | 20573.48] loss=3.44 avg=2.60
[3234 | 20579.24] loss=3.36 avg=2.61
[3235 | 20585.02] loss=2.47 avg=2.61
[3236 | 20590.80] loss=2.59 avg=2.61
[3237 | 20596.58] loss=2.81 avg=2.61
[3238 | 20602.34] loss=2.74 avg=2.61
[3239 | 20608.12] loss=1.95 avg=2.60
[3240 | 20613.86] loss=2.22 avg=2.60
[3241 | 20619.63] loss=3.43 avg=2.61
[3242 | 20625.40] loss=3.08 avg=2.61
[3243 | 20631.18] loss=2.44 avg=2.61
[3244 | 20636.95] loss=2.28 avg=2.61
[3245 | 20642.69] loss=2.36 avg=2.60
[3246 | 20648.44] loss=2.16 avg=2.60
[3247 | 20654.21] loss=2.45 avg=2.60
[3248 | 20659.98] loss=2.08 avg=2.59
[3249 | 20665.76] loss=2.01 avg=2.59
[3250 | 20671.53] loss=2.98 avg=2.59
[3251 | 20677.30] loss=2.80 avg=2.59
[3252 | 20683.06] loss=2.67 avg=2.59
[3253 | 20688.83] loss=2.06 avg=2.59
[3254 | 20694.58] loss=2.05 avg=2.58
[3255 | 20700.33] loss=2.15 avg=2.58
[3256 | 20706.11] loss=2.22 avg=2.58
[3257 | 20711.88] loss=2.88 avg=2.58
[3258 | 20717.61] loss=1.97 avg=2.57
[3259 | 20723.38] loss=2.19 avg=2.57
[3260 | 20729.16] loss=2.04 avg=2.56
[3261 | 20734.92] loss=2.10 avg=2.56
[3262 | 20740.67] loss=2.63 avg=2.56
[3263 | 20746.44] loss=3.30 avg=2.57
[3264 | 20752.22] loss=3.11 avg=2.57
[3265 | 20758.00] loss=2.34 avg=2.57
[3266 | 20763.79] loss=2.40 avg=2.57
[3267 | 20769.56] loss=2.84 avg=2.57
[3268 | 20775.33] loss=2.58 avg=2.57
[3269 | 20781.06] loss=2.06 avg=2.57
[3270 | 20786.82] loss=2.35 avg=2.56
[3271 | 20792.61] loss=2.38 avg=2.56
[3272 | 20798.41] loss=2.51 avg=2.56
[3273 | 20804.18] loss=2.27 avg=2.56
[3274 | 20809.95] loss=2.02 avg=2.55
[3275 | 20815.72] loss=2.33 avg=2.55
[3276 | 20821.51] loss=2.88 avg=2.55
[3277 | 20827.28] loss=2.29 avg=2.55
[3278 | 20833.05] loss=2.30 avg=2.55
[3279 | 20838.81] loss=2.39 avg=2.55
[3280 | 20844.57] loss=2.39 avg=2.55
[3281 | 20850.33] loss=2.45 avg=2.55
[3282 | 20856.06] loss=2.45 avg=2.54
[3283 | 20861.84] loss=2.35 avg=2.54
[3284 | 20867.63] loss=2.60 avg=2.54
[3285 | 20873.41] loss=3.05 avg=2.55
[3286 | 20879.19] loss=2.79 avg=2.55
[3287 | 20884.93] loss=1.84 avg=2.54
[3288 | 20890.70] loss=3.08 avg=2.55
[3289 | 20896.52] loss=2.34 avg=2.55
[3290 | 20902.30] loss=1.79 avg=2.54
[3291 | 20908.10] loss=2.40 avg=2.54
[3292 | 20913.86] loss=2.12 avg=2.53
[3293 | 20919.58] loss=2.23 avg=2.53
[3294 | 20925.33] loss=2.73 avg=2.53
[3295 | 20931.09] loss=2.79 avg=2.54
[3296 | 20936.84] loss=2.34 avg=2.53
[3297 | 20942.63] loss=2.25 avg=2.53
[3298 | 20948.38] loss=2.32 avg=2.53
[3299 | 20954.13] loss=2.55 avg=2.53
Generating samples...
======== SAMPLE 1 ========
 cords, $MagicalObject and some of the rest, were resting here at the time of their departure; and they were to make the journey through a very wonderful world; which was now not a land like the $Place of England, where the $MagicalObject had been, but a vast country full of wonders, so beautiful and wonderful, and so wonderful to behold. 

"I cannot tell you how many treasures that wonderful country had in it," says $MagicalObject, "and so it pleased my father to bring me back. I am glad to get them, for at home they are still very valuable." 

